ID,Life expectancy
206,56.63208565396374
207,75.35812875721454
208,71.07540325423676
209,72.58130570665844
210,83.00246416119312
211,61.58506383447137
212,50.00153769213327
213,72.45291821038658
214,54.557136045429786
215,63.231050862393204
216,66.62276805670125
217,67.82649637672262
218,75.2581462338241
219,60.87480281371478
220,68.32198587056374
221,75.42923011381939
222,73.99880730648606
223,69.4242768975347
224,79.27651959155347
225,75.31112079944769
226,45.31154408750257
227,63.3038513738869
228,73.47422348034063
229,56.96993211648015
230,68.53836081843053
231,73.32431389381325
232,74.86134930398981
233,67.76806188784377
234,75.22950023006746
235,72.95961992585215
236,48.22997122899446
237,78.40434507219061
238,80.59969460260373
239,53.73225900613751
240,76.41974763782524
241,74.40575570534308
242,71.35845151849563
243,73.36804740000517
244,73.27880030166384
245,58.28345537786478
246,56.14961423724606
247,82.1456368812898
248,68.66415523675641
249,77.3901672026744
250,64.04133119541568
251,68.93930363686712
252,74.2135982900337
253,61.19108309429393
254,80.59377514971638
255,74.54792050053246
256,69.51719254151436
257,56.76836345595174
258,81.23813536251558
259,59.73338705985438
260,55.20602960606339
261,63.861366906873094
262,66.11410701433385
263,61.88508429482684
264,50.82091796919843
265,74.80743009147764
266,81.2483912915254
267,66.57400455287569
268,79.66941148334232
269,48.47524986130031
270,56.350552488324524
271,61.84767322689265
272,53.980179348676074
273,72.63091315397816
274,73.49472760984492
275,42.68756264406784
276,73.00841850533565
277,63.28079469882097
278,74.53273954062176
279,65.48129344711914
280,66.40849255080371
281,65.64801001038019
282,79.75311264815183
283,59.79289703808058
284,73.05044029906276
285,72.940040009657
286,63.64562098999066
287,66.68965339823704
288,48.6782884819055
289,63.756654119151236
290,73.19606830398615
291,64.42227305357292
292,68.36968102712473
293,63.60634134373666
294,77.14372101651195
295,75.46005458271217
296,68.56556709446618
297,78.75633671755472
298,72.74909728245525
299,50.61816942673589
300,64.83133935803954
301,74.76189689325405
302,71.60831898971092
303,73.24038451650516
304,73.45780501041783
305,69.40670689023018
306,53.526167958626786
307,55.400976774996565
308,52.42827440731192
309,74.42671619004562
310,75.21773262192879
311,73.52865995045546
312,57.90865615845134
313,75.66519517384168
314,61.64502317612414
315,74.0857743329745
316,65.8045241450866
317,55.53118203343179
318,74.11870255401003
319,60.918201502947326
320,77.3134849256056
321,55.904765814829844
322,81.96568658210043
323,53.173377280401695
324,70.0420148659786
325,71.33656508977549
326,77.25321374378713
327,75.98577680275112
328,70.51916642731149
329,72.28398805081571
330,80.98927696514875
331,73.55318859105904
332,69.1379868874159
333,54.34419697180189
334,68.01938478751815
335,73.31325000342082
336,80.48030605108967
337,67.0856634618009
338,76.01261756100318
339,69.78401717000514
340,73.54811569470006
341,62.2392764660111
342,75.61972906356354
343,69.87108470674256
344,73.54463354757034
345,74.213236554848
346,57.53368374889857
347,55.99862990458654
348,73.69005152614572
349,71.81360094717036
350,74.17009009049633
351,62.13141130667702
352,67.1057760981089
353,57.86788220855448
354,58.380749799617035
355,74.77667216584382
356,81.01604319201854
357,67.5001603345701
358,74.40806268472609
359,74.81600138997736
360,76.2287696792682
361,55.28011322344129
362,72.60814267375646
363,75.85496649340084
364,69.01207717461659
365,69.31010949791457
366,62.606132042356336
367,59.05877733368706
368,75.01807591561908
369,61.20015735047551
370,75.7644215732761
371,72.45291821038658
372,57.567238542189315
373,72.80727976529606
374,76.8770104387087
375,70.28989402104656
376,73.24660952018507
377,60.204570150282194
378,67.97896673277836
379,69.99141968583167
380,65.43692390416885
381,48.86839986545547
382,81.8377456865021
383,80.43344335593687
384,82.39999615743622
385,60.70407889562645
386,60.68709100004443
387,73.9857279175707
388,59.4597395664932
389,68.35774924559419
390,75.63716914053077
391,52.34861611000614
392,79.47389408688058
393,75.46668996901346
394,80.8120562591468
395,66.03246809103362
396,67.85717406742646
397,83.24382354210672
398,72.4193798378539
399,81.18848061816266
400,72.45156768870713
401,53.353806208064526
402,80.84074084810038
403,55.119133412551264
404,65.32820425204471
405,63.57447057660737
406,53.162520352477586
407,68.91582757034043
408,73.98003436410904
409,68.57531650210973
410,73.95905618054778
411,70.87855752088174
412,79.82166590448844
413,69.60447732997025
414,73.94113078084524
415,68.11813384995725
416,66.85879583304282
417,61.96593162419674
418,73.53988115419764
419,68.1421497007297
420,73.20001378208438
421,65.7647978754477
422,59.56862019302787
423,68.20644796688467
424,72.96828436474196
425,73.16869142495776
426,78.43683996967172
427,58.157446455354616
428,63.735275317629885
429,71.1993660948898
430,74.1100957163321
431,44.556181713848865
432,76.3410251068386
433,64.92024029326419
434,67.80601709691575
435,32.952629891735796
436,54.77883953328039
437,51.1538021196443
438,67.93647075585383
439,67.97994774876813
440,71.54131491990397
441,76.19281720084312
442,71.60487184915256
443,73.31654623235497
444,79.76985041382103
445,79.15400829285642
446,68.27334325719006
447,78.42431927654745
448,80.67916829453969
449,81.76324606986282
450,42.191808094520155
451,80.57113883459346
452,58.45218423224894
453,71.58885276083498
454,72.77141489823886
455,53.350109380963346
456,80.69854311351554
457,81.4449778675343
458,52.37353978297642
459,68.42422758778378
460,73.92529507459295
461,67.6724409838231
462,64.46434631275682
463,64.06916101530453
464,64.86801572282552
465,50.928676285291985
466,59.054176927730424
467,81.16492091124181
468,72.30276040113966
469,81.20474612752776
470,69.70805859107679
471,71.50223046719617
472,75.75703183588998
473,71.5228139989279
474,75.77685365500695
475,81.09639867841295
476,65.76020223182616
477,69.33355275760144
478,67.40038494041097
479,79.6233278313427
480,69.2569508058084
481,75.80681075934649
482,70.90201624203416
483,72.34476984187472
484,74.06748674233918
485,67.97453745133913
486,85.02920085580797
487,75.26796132877601
488,80.96482036021389
489,72.37467820453405
490,75.5463331674284
491,74.37560027819335
492,72.05052756671667
493,54.55347094208142
494,68.52268474447156
495,69.73025092645955
496,66.73157965714302
497,80.27019652754392
498,72.33651543804889
499,64.01326539162349
500,70.38718976518224
501,69.76786741076602
502,59.59726720596859
503,81.14269254122837
504,73.87422988695324
505,76.8162730200898
506,81.15464088072349
507,71.27628734088292
508,78.00138600591076
509,71.04045632252831
510,73.44817479838196
511,62.73799436924912
512,70.8640100635902
513,69.13372240867164
514,71.17114832014951
515,53.724613476150125
516,64.49071663436635
517,62.03565483297717
518,60.519062390913604
519,69.58445737614704
520,60.382013483917206
521,69.3683556013586
522,79.24606791047964
523,68.58732550390249
524,74.76050412064606
525,70.5965653745363
526,64.19534346469615
527,63.94533173531353
528,70.91668264882716
529,77.67362890041049
530,81.33806879064207
531,55.06939343724815
532,70.99000478398625
533,74.81111275175928
534,82.48465850577051
535,71.90090829978516
536,81.28505391429431
537,73.44299444942351
538,75.77849188380783
539,81.39599111084149
540,78.69561045663016
541,85.9741817672431
542,50.86308680270389
543,57.75829068385232
544,67.32417530691028
545,73.68732950332759
546,61.55093194771193
547,66.6632362396758
548,55.78474879373145
549,59.19678195662452
550,71.90874567636799
551,75.42079883545199
552,58.15265922670329
553,83.2034134700545
554,55.00032671431097
555,74.51247610695941
556,66.69336327674775
557,77.76430893536048
558,66.6809705329226
559,68.95080708214977
560,82.21960125206215
561,56.381946248966045
562,81.39896201166809
563,81.81353987275111
564,73.4947523059009
565,47.57482851486262
566,73.62421120294687
567,80.92325754521511
568,81.42269643683042
569,51.63747374982246
570,74.3924334421611
571,69.27972404709023
572,64.04881596120308
573,78.8710023256966
574,74.49378257115964
575,74.2114124279907
576,70.71997429706025
577,73.26401035798582
578,71.5380600385143
579,56.299557242711884
580,75.89631418172164
581,57.59117196754438
582,81.08280238926484
583,77.3054395793433
584,55.583572095339036
585,77.54004011160514
586,62.987598592692876
587,70.20426024736881
588,74.36766977657615
